1.907449123	0.0000
1.937253016	0.0000
1.968003063	0.0000
1.999745048	0.0000
2.032527754	0.0000
2.066403217	0.0000
2.101427	0.0266
2.1376585	0.0345
2.175161281	0.0422
2.214003446	0.0511
2.254258055	0.0595
2.296003574	0.0698
2.339324396	0.0815
2.384311404	0.1025259891
2.431062608	0.1343072843
2.47968386	0.1626440114
2.530289653	0.1805672418
2.583004021	0.1942904219
2.637961553	0.2072868681
2.695308543	0.2238869711
2.755204289	0.241019145
2.817822568	0.2585520407
2.883353326	0.2726082555
2.952004595	0.2852769602
3.024004707	0.296623382
3.099604825	0.3061133496
3.179081872	0.3141449187
3.262741921	0.3210286163
3.350924135	0.3267333585
3.444005361	0.3309719776
3.542405514	0.3337052875
3.646593912	0.3344068971
3.757096758	0.3326316333
3.874506031	0.3301402224
3.999490097	0.3284878445
4.132806433	0.3284802486
4.275317	0.328480254
4.428006893	0.328480254
4.592007148	0.328480254
4.768622808	0.328480254
4.95936772	0.3284802348
5.166008042	0.3283322658
5.390617087	0.3278605334
5.635645136	0.3284802515
5.90400919	0.3284802474
6.19920965	0.3284802531
6.525483842	0.3284802539
6.888010722	0.328480254
7.293187824	0.328480254
